Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles,Year,Month
2017-11-30,Hamilton,TN,Passenger,1.0,0.0,1.0,21.0,22.0,4.55,2017,11
2024-02-29,Rockdale,GA,Passenger,1.0,0.0,1.0,5.0,6.0,16.67,2024,2
2023-03-31,Contra Costa,CA,Passenger,0.0,3.0,3.0,201.0,204.0,1.47,2023,3
2023-01-31,Klickitat,WA,Passenger,127.0,53.0,180.0,15154.0,15334.0,1.17,2023,1
2022-12-31,Franklin,WA,Passenger,252.0,120.0,372.0,61694.0,62066.0,0.6,2022,12
2023-09-30,Garfield,WA,Truck,0.0,0.0,0.0,973.0,973.0,0.0,2023,9
2019-03-31,Grays Harbor,WA,Truck,0.0,0.0,0.0,20375.0,20375.0,0.0,2019,3
2018-07-31,Portsmouth,VA,Passenger,0.0,1.0,1.0,73.0,74.0,1.35,2018,7
2023-02-28,Kern,CA,Passenger,1.0,1.0,2.0,200.0,202.0,0.99,2023,2
2020-06-30,Saginaw,MI,Passenger,1.0,0.0,1.0,12.0,13.0,7.69,2020,6
2017-06-30,Sedgwick,KS,Passenger,0.0,1.0,1.0,112.0,113.0,0.88,2017,6
2019-09-30,Sangamon,IL,Passenger,1.0,0.0,1.0,6.0,7.0,14.29,2019,9
2020-06-30,Hillsborough,FL,Passenger,0.0,1.0,1.0,182.0,183.0,0.55,2020,6
2020-11-30,Portsmouth,VA,Passenger,0.0,1.0,1.0,80.0,81.0,1.23,2020,11
2020-08-31,Pend Oreille,WA,Passenger,8.0,5.0,13.0,9227.0,9240.0,0.14,2020,8
2022-12-31,Kern,CA,Passenger,1.0,1.0,2.0,203.0,205.0,0.98,2022,12
2018-10-31,Dakota,MN,Passenger,0.0,2.0,2.0,33.0,35.0,5.71,2018,10
2022-09-30,Bell,TX,Passenger,1.0,0.0,1.0,319.0,320.0,0.31,2022,9
2021-08-31,Contra Costa,CA,Passenger,2.0,4.0,6.0,258.0,264.0,2.27,2021,8
2019-11-30,Stafford,VA,Passenger,1.0,1.0,2.0,99.0,101.0,1.98,2019,11
2023-05-31,Palm Beach,FL,Passenger,1.0,1.0,2.0,47.0,49.0,4.08,2023,5
2022-05-31,St. Clair,IL,Passenger,1.0,0.0,1.0,122.0,123.0,0.81,2022,5
2018-04-30,DeKalb,GA,Passenger,1.0,0.0,1.0,85.0,86.0,1.16,2018,4
2022-09-30,Meade,KY,Passenger,1.0,0.0,1.0,21.0,22.0,4.55,2022,9
2022-05-31,Hennepin,MN,Passenger,2.0,0.0,2.0,58.0,60.0,3.33,2022,5
2023-11-30,Allen,IN,Passenger,1.0,0.0,1.0,9.0,10.0,10.0,2023,11
2023-02-28,Orange,NC,Passenger,0.0,1.0,1.0,6.0,7.0,14.29,2023,2
2017-08-31,Grays Harbor,WA,Truck,0.0,0.0,0.0,19932.0,19932.0,0.0,2017,8
2017-01-31,Garfield,WA,Passenger,0.0,0.0,0.0,1285.0,1285.0,0.0,2017,1
2022-02-28,Solano,CA,Passenger,1.0,0.0,1.0,174.0,175.0,0.57,2022,2
2019-01-31,Ada,ID,Passenger,0.0,2.0,2.0,322.0,324.0,0.62,2019,1
2022-04-30,Gwinnett,GA,Passenger,1.0,0.0,1.0,53.0,54.0,1.85,2022,4
2017-09-30,DeKalb,IN,Passenger,1.0,0.0,1.0,1.0,2.0,50.0,2017,9
2017-07-31,Ferry,WA,Passenger,1.0,1.0,2.0,4402.0,4404.0,0.05,2017,7
2018-01-31,Clay,FL,Passenger,0.0,1.0,1.0,105.0,106.0,0.94,2018,1
2020-03-31,Portsmouth,VA,Passenger,0.0,1.0,1.0,78.0,79.0,1.27,2020,3
2020-08-31,Yakima,WA,Truck,0.0,0.0,0.0,60415.0,60415.0,0.0,2020,8
2020-07-31,Spartanburg,SC,Passenger,0.0,1.0,1.0,49.0,50.0,2.0,2020,7
2021-07-31,Houston,GA,Passenger,1.0,0.0,1.0,46.0,47.0,2.13,2021,7
2023-12-31,New London,CT,Passenger,2.0,2.0,4.0,148.0,152.0,2.63,2023,12
2023-11-30,Houston,GA,Passenger,1.0,0.0,1.0,27.0,28.0,3.57,2023,11
2023-11-30,Middlesex,NJ,Passenger,1.0,0.0,1.0,18.0,19.0,5.26,2023,11
2022-02-28,Shelby,OH,Passenger,0.0,1.0,1.0,3.0,4.0,25.0,2022,2
2021-03-31,Randolph,NC,Passenger,1.0,0.0,1.0,8.0,9.0,11.11,2021,3
2023-03-31,Orange,NC,Passenger,0.0,1.0,1.0,6.0,7.0,14.29,2023,3
2018-12-31,Pierce,WA,Passenger,1509.0,1373.0,2882.0,538762.0,541644.0,0.53,2018,12
2018-12-31,Walla Walla,WA,Truck,0.0,0.0,0.0,13524.0,13524.0,0.0,2018,12
2023-06-30,Pulaski,AR,Passenger,3.0,0.0,3.0,17.0,20.0,15.0,2023,6
2023-10-31,Okanogan,WA,Passenger,146.0,74.0,220.0,25965.0,26185.0,0.84,2023,10
2022-03-31,Moore,NC,Passenger,0.0,1.0,1.0,125.0,126.0,0.79,2022,3
2019-03-31,Broward,FL,Passenger,2.0,1.0,3.0,128.0,131.0,2.29,2019,3
2023-12-31,Salt Lake,UT,Passenger,1.0,1.0,2.0,83.0,85.0,2.35,2023,12
2023-01-31,Loudoun,VA,Passenger,3.0,2.0,5.0,60.0,65.0,7.69,2023,1
2024-02-29,Walla Walla,WA,Passenger,272.0,141.0,413.0,34269.0,34682.0,1.19,2024,2
2018-08-31,Whitman,WA,Passenger,20.0,30.0,50.0,22675.0,22725.0,0.22,2018,8
2021-09-30,Orange,CA,Passenger,5.0,2.0,7.0,431.0,438.0,1.6,2021,9
2020-10-31,Thurston,WA,Truck,0.0,0.0,0.0,56289.0,56289.0,0.0,2020,10
2020-02-29,Jefferson,CO,Passenger,0.0,1.0,1.0,59.0,60.0,1.67,2020,2
2023-11-30,Maui,HI,Passenger,1.0,0.0,1.0,20.0,21.0,4.76,2023,11
2020-06-30,Island,WA,Truck,1.0,0.0,1.0,21194.0,21195.0,0.0,2020,6
2020-01-31,Okanogan,WA,Passenger,32.0,30.0,62.0,26214.0,26276.0,0.24,2020,1
2017-05-31,Sumter,FL,Passenger,0.0,1.0,1.0,10.0,11.0,9.09,2017,5
2021-02-28,Okanogan,WA,Truck,0.0,0.0,0.0,16621.0,16621.0,0.0,2021,2
2019-01-31,Manatee,FL,Passenger,1.0,0.0,1.0,37.0,38.0,2.63,2019,1
2021-12-31,Allegheny,PA,Passenger,1.0,1.0,2.0,67.0,69.0,2.9,2021,12
2019-05-31,Wilson,TX,Passenger,0.0,1.0,1.0,7.0,8.0,12.5,2019,5
2018-05-31,Hamilton,IN,Passenger,1.0,0.0,1.0,46.0,47.0,2.13,2018,5
2019-04-30,Charles,MD,Passenger,0.0,1.0,1.0,86.0,87.0,1.15,2019,4
2020-04-30,Mason,WA,Passenger,155.0,133.0,288.0,47197.0,47485.0,0.61,2020,4
2021-10-31,Multnomah,OR,Passenger,2.0,6.0,8.0,653.0,661.0,1.21,2021,10
2019-08-31,Suffolk,MA,Passenger,0.0,1.0,1.0,38.0,39.0,2.56,2019,8
2019-05-31,Thurston,WA,Passenger,844.0,629.0,1473.0,197049.0,198522.0,0.74,2019,5
2021-12-31,Yakima,WA,Passenger,286.0,173.0,459.0,168704.0,169163.0,0.27,2021,12
2021-01-31,Okaloosa,FL,Passenger,0.0,1.0,1.0,143.0,144.0,0.69,2021,1
2023-09-30,Polk,OR,Passenger,1.0,1.0,2.0,12.0,14.0,14.29,2023,9
2023-04-30,Moore,NC,Passenger,0.0,1.0,1.0,108.0,109.0,0.92,2023,4
2022-10-31,Carroll,MD,Passenger,0.0,1.0,1.0,18.0,19.0,5.26,2022,10
2022-02-28,Alexandria,VA,Passenger,4.0,0.0,4.0,111.0,115.0,3.48,2022,2
2021-07-31,San Joaquin,CA,Passenger,1.0,0.0,1.0,107.0,108.0,0.93,2021,7
2019-04-30,Cumberland,NC,Passenger,0.0,2.0,2.0,522.0,524.0,0.38,2019,4
2023-01-31,Adams,WA,Truck,1.0,0.0,1.0,5386.0,5387.0,0.02,2023,1
2020-01-31,Anne Arundel,MD,Passenger,1.0,1.0,2.0,429.0,431.0,0.46,2020,1
2023-02-28,Spokane,WA,Passenger,2036.0,982.0,3018.0,323652.0,326670.0,0.92,2023,2
2017-04-30,Klickitat,WA,Passenger,22.0,23.0,45.0,14769.0,14814.0,0.3,2017,4
2023-12-31,Island,WA,Truck,42.0,0.0,42.0,20646.0,20688.0,0.2,2023,12
2020-10-31,Arapahoe,CO,Passenger,1.0,0.0,1.0,132.0,133.0,0.75,2020,10
2019-03-31,Montgomery,PA,Passenger,2.0,0.0,2.0,38.0,40.0,5.0,2019,3
2017-10-31,Adams,WA,Passenger,3.0,3.0,6.0,12280.0,12286.0,0.05,2017,10
2021-04-30,Thurston,WA,Truck,0.0,0.0,0.0,56684.0,56684.0,0.0,2021,4
2021-05-31,Benton,WA,Passenger,502.0,385.0,887.0,136051.0,136938.0,0.65,2021,5
2023-03-31,Lewis,WA,Passenger,294.0,194.0,488.0,58773.0,59261.0,0.82,2023,3
2022-06-30,San Diego,CA,Passenger,17.0,8.0,25.0,2419.0,2444.0,1.02,2022,6
2022-01-31,Anne Arundel,MD,Passenger,3.0,1.0,4.0,362.0,366.0,1.09,2022,1
2023-12-31,Stevens,WA,Passenger,138.0,73.0,211.0,29177.0,29388.0,0.72,2023,12
2024-02-29,Mason,WA,Passenger,563.0,234.0,797.0,44396.0,45193.0,1.76,2024,2
2021-02-28,Montgomery,OH,Passenger,0.0,1.0,1.0,56.0,57.0,1.75,2021,2
2023-07-31,Whitman,WA,Truck,5.0,0.0,5.0,8631.0,8636.0,0.06,2023,7
2020-01-31,Maricopa,AZ,Passenger,7.0,9.0,16.0,1570.0,1586.0,1.01,2020,1
2019-11-30,Polk,FL,Passenger,1.0,0.0,1.0,73.0,74.0,1.35,2019,11
2020-03-31,Suffolk,VA,Passenger,1.0,0.0,1.0,123.0,124.0,0.81,2020,3
2020-09-30,Clark,WA,Passenger,2174.0,1098.0,3272.0,318312.0,321584.0,1.02,2020,9
2022-08-31,Walla Walla,WA,Passenger,179.0,103.0,282.0,35796.0,36078.0,0.78,2022,8
2017-07-31,Morris,NJ,Passenger,1.0,0.0,1.0,25.0,26.0,3.85,2017,7
2019-06-30,District of Columbia,DC,Passenger,1.0,1.0,2.0,203.0,205.0,0.98,2019,6
2022-04-30,Manassas,VA,Passenger,0.0,1.0,1.0,7.0,8.0,12.5,2022,4
2019-05-31,Pend Oreille,WA,Passenger,4.0,5.0,9.0,9534.0,9543.0,0.09,2019,5
2019-02-28,Norfolk,VA,Passenger,2.0,2.0,4.0,349.0,353.0,1.13,2019,2
2020-02-29,Montgomery,OH,Passenger,0.0,1.0,1.0,49.0,50.0,2.0,2020,2
2021-10-31,Philadelphia,PA,Passenger,1.0,0.0,1.0,44.0,45.0,2.22,2021,10
2024-01-31,Cumberland,NC,Passenger,1.0,3.0,4.0,278.0,282.0,1.42,2024,1
2024-02-29,Orange,NC,Passenger,0.0,1.0,1.0,3.0,4.0,25.0,2024,2
2017-07-31,Whatcom,WA,Truck,2.0,0.0,2.0,41662.0,41664.0,0.0,2017,7
2022-12-31,Whitman,WA,Passenger,110.0,67.0,177.0,21923.0,22100.0,0.8,2022,12
2020-07-31,Chelan,WA,Passenger,240.0,82.0,322.0,54226.0,54548.0,0.59,2020,7
2020-08-31,Jefferson,NY,Passenger,0.0,1.0,1.0,210.0,211.0,0.47,2020,8
2023-07-31,Middlesex,MA,Passenger,2.0,1.0,3.0,70.0,73.0,4.11,2023,7
2024-02-29,Plaquemines,LA,Passenger,1.0,1.0,2.0,15.0,17.0,11.76,2024,2
2018-06-30,Kent,MI,Passenger,0.0,1.0,1.0,27.0,28.0,3.57,2018,6
2023-08-31,Sacramento,CA,Truck,1.0,0.0,1.0,31.0,32.0,3.12,2023,8
2021-09-30,Okanogan,WA,Passenger,67.0,44.0,111.0,26531.0,26642.0,0.42,2021,9
2017-05-31,Marion,OR,Passenger,1.0,0.0,1.0,178.0,179.0,0.56,2017,5
2019-12-31,Fairfax,VA,Passenger,5.0,2.0,7.0,764.0,771.0,0.91,2019,12
2023-01-31,Yakima,WA,Truck,8.0,0.0,8.0,61164.0,61172.0,0.01,2023,1
2021-06-30,El Dorado,CA,Passenger,1.0,0.0,1.0,35.0,36.0,2.78,2021,6
2023-06-30,Lee,AL,Passenger,1.0,0.0,1.0,14.0,15.0,6.67,2023,6
2023-12-31,Thurston,WA,Truck,91.0,0.0,91.0,52851.0,52942.0,0.17,2023,12
2017-02-28,Contra Costa,CA,Passenger,1.0,0.0,1.0,647.0,648.0,0.15,2017,2
2022-04-30,Sarasota,FL,Passenger,2.0,0.0,2.0,33.0,35.0,5.71,2022,4
2017-11-30,Whatcom,WA,Passenger,524.0,214.0,738.0,144634.0,145372.0,0.51,2017,11
2020-04-30,Boulder,CO,Passenger,1.0,1.0,2.0,47.0,49.0,4.08,2020,4
2023-08-31,Cochise,AZ,Passenger,1.0,0.0,1.0,52.0,53.0,1.89,2023,8
2024-02-29,James City,VA,Passenger,1.0,0.0,1.0,35.0,36.0,2.78,2024,2
2023-12-31,Sacramento,CA,Passenger,1.0,1.0,2.0,135.0,137.0,1.46,2023,12
2017-06-30,Tulare,CA,Passenger,1.0,0.0,1.0,199.0,200.0,0.5,2017,6
2022-09-30,Kittitas,WA,Passenger,290.0,91.0,381.0,29598.0,29979.0,1.27,2022,9
2019-04-30,Kittitas,WA,Passenger,71.0,35.0,106.0,29487.0,29593.0,0.36,2019,4
2019-09-30,Alexandria,VA,Passenger,1.0,0.0,1.0,142.0,143.0,0.7,2019,9
2021-04-30,St. Louis,MO,Passenger,1.0,0.0,1.0,92.0,93.0,1.08,2021,4
2019-01-31,Richland,SC,Passenger,0.0,1.0,1.0,165.0,166.0,0.6,2019,1
2023-08-31,Boulder,CO,Passenger,2.0,0.0,2.0,29.0,31.0,6.45,2023,8
2020-07-31,Wilson,TX,Passenger,0.0,1.0,1.0,6.0,7.0,14.29,2020,7
2020-08-31,King,WA,Passenger,25168.0,7812.0,32980.0,1370354.0,1403334.0,2.35,2020,8
2017-07-31,Skagit,WA,Truck,1.0,0.0,1.0,31482.0,31483.0,0.0,2017,7
2023-11-30,San Juan,WA,Truck,22.0,0.0,22.0,5855.0,5877.0,0.37,2023,11
2017-02-28,Asotin,WA,Truck,0.0,0.0,0.0,6475.0,6475.0,0.0,2017,2
2022-02-28,Lewis,WA,Truck,0.0,0.0,0.0,26601.0,26601.0,0.0,2022,2
2019-05-31,Deschutes,OR,Passenger,3.0,0.0,3.0,165.0,168.0,1.79,2019,5
2022-05-31,Santa Clara,CA,Passenger,12.0,1.0,13.0,250.0,263.0,4.94,2022,5
2020-01-31,Maui,HI,Passenger,2.0,0.0,2.0,41.0,43.0,4.65,2020,1
2021-03-31,Marion,IA,Passenger,1.0,0.0,1.0,1.0,2.0,50.0,2021,3
2019-06-30,Guadalupe,TX,Passenger,1.0,0.0,1.0,78.0,79.0,1.27,2019,6
2022-02-28,Ray,MO,Passenger,0.0,1.0,1.0,1.0,2.0,50.0,2022,2
2018-03-31,DeKalb,GA,Passenger,1.0,0.0,1.0,83.0,84.0,1.19,2018,3
2019-03-31,Los Angeles,CA,Passenger,5.0,5.0,10.0,1113.0,1123.0,0.89,2019,3
2020-06-30,Cumberland,NC,Passenger,0.0,3.0,3.0,475.0,478.0,0.63,2020,6
2020-05-31,Franklin,WA,Truck,0.0,0.0,0.0,19863.0,19863.0,0.0,2020,5
2022-01-31,Gwinnett,GA,Passenger,1.0,0.0,1.0,59.0,60.0,1.67,2022,1
2019-11-30,Hawaii,HI,Passenger,1.0,0.0,1.0,60.0,61.0,1.64,2019,11
2017-07-31,Flathead,MT,Passenger,1.0,0.0,1.0,61.0,62.0,1.61,2017,7
2020-07-31,Jefferson,WA,Passenger,249.0,142.0,391.0,24732.0,25123.0,1.56,2020,7
2019-11-30,Stevens,WA,Truck,0.0,0.0,0.0,18794.0,18794.0,0.0,2019,11
2017-09-30,Lincoln,WA,Passenger,2.0,6.0,8.0,7562.0,7570.0,0.11,2017,9
2023-06-30,Wahkiakum,WA,Passenger,26.0,17.0,43.0,3036.0,3079.0,1.4,2023,6
2018-05-31,Okanogan,WA,Truck,0.0,0.0,0.0,16411.0,16411.0,0.0,2018,5
2024-01-31,Bartow,GA,Passenger,0.0,1.0,1.0,3.0,4.0,25.0,2024,1
2021-11-30,Onslow,NC,Passenger,0.0,1.0,1.0,173.0,174.0,0.57,2021,11
2023-07-31,Burlington,NJ,Passenger,2.0,2.0,4.0,89.0,93.0,4.3,2023,7
2018-07-31,Prince George,VA,Passenger,0.0,1.0,1.0,75.0,76.0,1.32,2018,7
2019-06-30,Kalamazoo,MI,Passenger,1.0,0.0,1.0,14.0,15.0,6.67,2019,6
2017-05-31,Wahkiakum,WA,Truck,0.0,0.0,0.0,1643.0,1643.0,0.0,2017,5
2022-09-30,Napa,CA,Passenger,0.0,1.0,1.0,13.0,14.0,7.14,2022,9
2023-04-30,Essex,NJ,Passenger,2.0,0.0,2.0,9.0,11.0,18.18,2023,4
2019-04-30,Clark,WA,Truck,0.0,0.0,0.0,80094.0,80094.0,0.0,2019,4
2021-06-30,Jefferson,WA,Passenger,330.0,184.0,514.0,24875.0,25389.0,2.02,2021,6
2022-02-28,Pacific,WA,Passenger,58.0,65.0,123.0,16015.0,16138.0,0.76,2022,2
2020-11-30,Prince William,VA,Passenger,2.0,3.0,5.0,224.0,229.0,2.18,2020,11
2022-09-30,St. Louis,MO,Passenger,2.0,0.0,2.0,61.0,63.0,3.17,2022,9
2018-06-30,Garfield,WA,Truck,0.0,0.0,0.0,949.0,949.0,0.0,2018,6
2021-08-31,Richmond,NY,Passenger,1.0,0.0,1.0,6.0,7.0,14.29,2021,8
2020-11-30,Skagit,WA,Truck,1.0,0.0,1.0,32706.0,32707.0,0.0,2020,11
2021-08-31,Kern,CA,Passenger,0.0,1.0,1.0,208.0,209.0,0.48,2021,8
2019-05-31,Cumberland,NC,Passenger,0.0,2.0,2.0,516.0,518.0,0.39,2019,5
2021-09-30,Montgomery,TN,Passenger,1.0,0.0,1.0,236.0,237.0,0.42,2021,9
2018-03-31,Canyon,ID,Passenger,0.0,1.0,1.0,96.0,97.0,1.03,2018,3
2021-05-31,Skamania,WA,Truck,0.0,0.0,0.0,4027.0,4027.0,0.0,2021,5
2020-12-31,Lewis,WA,Truck,0.0,0.0,0.0,26622.0,26622.0,0.0,2020,12
2018-06-30,Skagit,WA,Passenger,206.0,166.0,372.0,90481.0,90853.0,0.41,2018,6
2019-07-31,Mason,WA,Passenger,127.0,124.0,251.0,47303.0,47554.0,0.53,2019,7
2024-02-29,Maricopa,AZ,Passenger,5.0,2.0,7.0,521.0,528.0,1.33,2024,2
2022-04-30,Bexar,TX,Passenger,3.0,4.0,7.0,483.0,490.0,1.43,2022,4
2020-04-30,Denton,TX,Passenger,1.0,0.0,1.0,94.0,95.0,1.05,2020,4
2019-06-30,Klamath,OR,Passenger,1.0,0.0,1.0,40.0,41.0,2.44,2019,6
2023-09-30,Mason,WA,Passenger,498.0,216.0,714.0,46059.0,46773.0,1.53,2023,9
2020-08-31,Fulton,GA,Passenger,1.0,2.0,3.0,101.0,104.0,2.88,2020,8
2022-09-30,Platte,MO,Passenger,1.0,0.0,1.0,24.0,25.0,4.0,2022,9
2022-06-30,Grant,WA,Passenger,175.0,99.0,274.0,66763.0,67037.0,0.41,2022,6
2023-06-30,Pierce,WA,Truck,164.0,0.0,164.0,137223.0,137387.0,0.12,2023,6
2022-07-31,Adams,WA,Truck,1.0,0.0,1.0,5456.0,5457.0,0.02,2022,7
2017-09-30,Marin,CA,Passenger,1.0,0.0,1.0,58.0,59.0,1.69,2017,9
2024-02-29,Albemarle,VA,Passenger,2.0,0.0,2.0,14.0,16.0,12.5,2024,2
2018-06-30,Santa Rosa,FL,Passenger,1.0,0.0,1.0,98.0,99.0,1.01,2018,6
2018-08-31,Wahkiakum,WA,Passenger,1.0,1.0,2.0,2959.0,2961.0,0.07,2018,8
2018-03-31,Walla Walla,WA,Truck,0.0,0.0,0.0,13312.0,13312.0,0.0,2018,3
2018-07-31,Cowlitz,WA,Truck,0.0,0.0,0.0,28557.0,28557.0,0.0,2018,7
2021-05-31,Montgomery,MD,Passenger,2.0,1.0,3.0,233.0,236.0,1.27,2021,5
2021-06-30,Grays Harbor,WA,Truck,0.0,0.0,0.0,21446.0,21446.0,0.0,2021,6
2021-10-31,Harrison,MS,Passenger,2.0,0.0,2.0,54.0,56.0,3.57,2021,10
2019-03-31,Middlesex,MA,Passenger,1.0,1.0,2.0,119.0,121.0,1.65,2019,3
2019-07-31,Charleston,SC,Passenger,1.0,0.0,1.0,120.0,121.0,0.83,2019,7
2020-08-31,Rogers,OK,Passenger,1.0,0.0,1.0,5.0,6.0,16.67,2020,8
2023-12-31,Benton,WA,Passenger,1378.0,638.0,2016.0,134076.0,136092.0,1.48,2023,12
2017-12-31,Stevens,WA,Truck,0.0,0.0,0.0,18374.0,18374.0,0.0,2017,12
2020-10-31,Columbia,WA,Truck,0.0,0.0,0.0,1531.0,1531.0,0.0,2020,10
2022-04-30,Denton,TX,Passenger,2.0,0.0,2.0,65.0,67.0,2.99,2022,4
2018-06-30,Manatee,FL,Passenger,1.0,0.0,1.0,38.0,39.0,2.56,2018,6
2022-12-31,Lee,FL,Passenger,1.0,0.0,1.0,32.0,33.0,3.03,2022,12
2020-04-30,Williams,ND,Passenger,0.0,1.0,1.0,13.0,14.0,7.14,2020,4
2022-09-30,Fairfax,VA,Truck,1.0,0.0,1.0,106.0,107.0,0.93,2022,9
2019-10-31,Cowlitz,WA,Passenger,112.0,106.0,218.0,73557.0,73775.0,0.3,2019,10
2019-02-28,Okanogan,WA,Truck,0.0,0.0,0.0,16469.0,16469.0,0.0,2019,2
2021-02-28,Hudson,NJ,Passenger,1.0,0.0,1.0,41.0,42.0,2.38,2021,2
2019-03-31,Kern,CA,Passenger,0.0,1.0,1.0,227.0,228.0,0.44,2019,3
2021-01-31,Anchorage,AK,Passenger,1.0,0.0,1.0,151.0,152.0,0.66,2021,1
2022-06-30,Dorchester,SC,Passenger,1.0,0.0,1.0,66.0,67.0,1.49,2022,6
2018-04-30,Tulsa,OK,Passenger,0.0,1.0,1.0,49.0,50.0,2.0,2018,4
2023-04-30,Richmond,NY,Passenger,1.0,0.0,1.0,4.0,5.0,20.0,2023,4
2024-01-31,Klickitat,WA,Passenger,185.0,75.0,260.0,14822.0,15082.0,1.72,2024,1
2024-01-31,Adams,WA,Passenger,31.0,14.0,45.0,12855.0,12900.0,0.35,2024,1
2023-09-30,Norfolk,VA,Passenger,1.0,2.0,3.0,257.0,260.0,1.15,2023,9
2022-09-30,Lewis,WA,Truck,1.0,0.0,1.0,26338.0,26339.0,0.0,2022,9
2023-03-31,Klickitat,WA,Truck,6.0,0.0,6.0,8286.0,8292.0,0.07,2023,3
2023-12-31,Lincoln,WA,Truck,0.0,0.0,0.0,4735.0,4735.0,0.0,2023,12
2019-10-31,Lake,FL,Passenger,1.0,0.0,1.0,23.0,24.0,4.17,2019,10
2023-09-30,DeKalb,GA,Passenger,2.0,0.0,2.0,36.0,38.0,5.26,2023,9
2020-02-29,Saginaw,MI,Passenger,1.0,0.0,1.0,12.0,13.0,7.69,2020,2
2020-10-31,Clark,WA,Truck,0.0,0.0,0.0,83142.0,83142.0,0.0,2020,10
2022-07-31,Columbia,WA,Truck,0.0,0.0,0.0,1577.0,1577.0,0.0,2022,7
2018-10-31,Sangamon,IL,Passenger,1.0,0.0,1.0,11.0,12.0,8.33,2018,10
2019-11-30,Sangamon,IL,Passenger,1.0,0.0,1.0,5.0,6.0,16.67,2019,11
2022-10-31,Pend Oreille,WA,Passenger,18.0,12.0,30.0,8995.0,9025.0,0.33,2022,10
2023-05-31,Yuba,CA,Passenger,1.0,0.0,1.0,52.0,53.0,1.89,2023,5
2017-08-31,Asotin,WA,Passenger,8.0,5.0,13.0,12438.0,12451.0,0.1,2017,8
2021-08-31,Lake,IL,Passenger,2.0,0.0,2.0,170.0,172.0,1.16,2021,8
2023-01-31,Middlesex,NJ,Passenger,1.0,0.0,1.0,18.0,19.0,5.26,2023,1
2020-10-31,RÃ­o Grande,PR,Passenger,1.0,0.0,1.0,1.0,2.0,50.0,2020,10
2019-11-30,Benton,WA,Passenger,309.0,308.0,617.0,135081.0,135698.0,0.45,2019,11
2020-04-30,Lee,FL,Passenger,1.0,0.0,1.0,51.0,52.0,1.92,2020,4
2018-09-30,Douglas,NE,Passenger,0.0,1.0,1.0,71.0,72.0,1.39,2018,9
2020-03-31,Dakota,MN,Passenger,0.0,1.0,1.0,31.0,32.0,3.12,2020,3
2020-01-31,Kootenai,ID,Passenger,1.0,1.0,2.0,232.0,234.0,0.85,2020,1
2023-12-31,Galveston,TX,Passenger,0.0,1.0,1.0,13.0,14.0,7.14,2023,12
2020-07-31,Cowlitz,WA,Passenger,146.0,117.0,263.0,72224.0,72487.0,0.36,2020,7
2024-01-31,Ventura,CA,Passenger,3.0,2.0,5.0,179.0,184.0,2.72,2024,1
2018-04-30,Pacific,WA,Truck,0.0,0.0,0.0,7595.0,7595.0,0.0,2018,4
2018-06-30,Hawaii,HI,Passenger,1.0,0.0,1.0,74.0,75.0,1.33,2018,6
2020-01-31,Cochise,AZ,Passenger,0.0,1.0,1.0,103.0,104.0,0.96,2020,1
2022-11-30,Allegheny,PA,Passenger,1.0,0.0,1.0,61.0,62.0,1.61,2022,11
2022-08-31,Kittitas,WA,Passenger,284.0,88.0,372.0,29593.0,29965.0,1.24,2022,8
2022-10-31,Garfield,WA,Passenger,1.0,3.0,4.0,1308.0,1312.0,0.3,2022,10
2024-02-29,King,WA,Truck,1164.0,2.0,1166.0,165834.0,167000.0,0.7,2024,2
2020-02-29,Guadalupe,TX,Passenger,1.0,0.0,1.0,71.0,72.0,1.39,2020,2
2021-07-31,Chelan,WA,Truck,0.0,0.0,0.0,23093.0,23093.0,0.0,2021,7
2022-12-31,Lincoln,WA,Truck,0.0,0.0,0.0,4841.0,4841.0,0.0,2022,12
2022-03-31,Suffolk,VA,Passenger,1.0,0.0,1.0,120.0,121.0,0.83,2022,3
2017-11-30,Mercer,NJ,Passenger,0.0,1.0,1.0,18.0,19.0,5.26,2017,11
2023-06-30,Houston,GA,Passenger,1.0,0.0,1.0,29.0,30.0,3.33,2023,6
2019-10-31,Clark,WA,Truck,0.0,0.0,0.0,81141.0,81141.0,0.0,2019,10
2021-10-31,Spokane,WA,Truck,0.0,0.0,0.0,102532.0,102532.0,0.0,2021,10
2022-12-31,Klickitat,WA,Truck,4.0,0.0,4.0,8234.0,8238.0,0.05,2022,12
2023-08-31,Adams,WA,Passenger,25.0,12.0,37.0,13078.0,13115.0,0.28,2023,8
2023-10-31,Solano,CA,Passenger,5.0,0.0,5.0,126.0,131.0,3.82,2023,10
2020-05-31,Albemarle,VA,Passenger,1.0,0.0,1.0,22.0,23.0,4.35,2020,5
2018-01-31,Portsmouth,VA,Passenger,0.0,1.0,1.0,70.0,71.0,1.41,2018,1
2020-04-30,Osceola,FL,Passenger,1.0,0.0,1.0,42.0,43.0,2.33,2020,4
2022-04-30,Maricopa,AZ,Passenger,7.0,4.0,11.0,1093.0,1104.0,1.0,2022,4
2018-02-28,Saratoga,NY,Passenger,1.0,1.0,2.0,67.0,69.0,2.9,2018,2
2017-04-30,King,WA,Truck,8.0,1.0,9.0,188921.0,188930.0,0.0,2017,4
